order_no,status,datetime,outlet,service_type,service_number,sale_date,shift,terminal,placed_by,closed_by,table_info,items,discount_type,discount_amount,total
016644,Completed,03-06-2026 09:34:26 PM,Default Outlet,Delivery,# 7,03-06-2026,Default Shift,Default Terminal,Admin,Admin,,Two Flavour Mixed (qty: 1) + Medium (৳300.00),,,300.00
016643,Completed,03-06-2026 09:29:31 PM,Default Outlet,Dine-in,# 10,03-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ &amp; Sausage Combo Offer 12” (qty: 1) | Soft Drinks (qty: 4),,,870.00
016642,Completed,03-06-2026 09:12:09 PM,Default Outlet,Dine-in,# 9,03-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 4,Two Flavour Mixed (qty: 1) + Large (৳400.00),,,400.00
016641,Completed,03-06-2026 08:44:49 PM,Default Outlet,Dine-in,# 6,03-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 6,Corridor Special Pizza (qty: 1) + Large (৳595.00) | Fresh Water (qty: 1),,,615.00
016640,Completed,03-06-2026 08:19:37 PM,Default Outlet,Dine-in,# 5,03-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,Mexican Hot (qty: 1) + Large (৳395.00) | Regular Pasta (qty: 1) | Soft Drinks (qty: 4),,,695.00
016639,Completed,03-06-2026 07:43:37 PM,Default Outlet,Takeaway,# 4,03-06-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Combo Offer 9” (qty: 1),,,539.00
016638,Completed,03-06-2026 06:16:12 PM,Default Outlet,Takeaway,# 3,03-06-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Medium (৳299.00),,,299.00
016637,Completed,03-06-2026 06:03:29 PM,Default Outlet,Delivery,# 2,03-06-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Large (৳399.00),,,399.00
016636,Completed,03-06-2026 02:06:44 PM,Default Outlet,Dine-in,# 1,03-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 6,Two Flavour Mixed (qty: 1) + Small (৳200.00) | Chocolate Cold Coffee (qty: 1),,,280.00
016635,Completed,02-06-2026 09:08:54 PM,Default Outlet,Dine-in,# 13,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,All in one Chicken (qty: 1) + Medium (৳355.00) | Potato Masala Wedges (qty: 1) | Chocolate Cold Coffee (qty: 1) | Soft Drinks (qty: 1) | Extra Cheese (qty: 1) | Fresh Water (qty: 1),,,629.00
016634,Completed,02-06-2026 09:07:45 PM,Default Outlet,Dine-in,# 14,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 2,BBQ Chicken (qty: 1) + Medium (৳299.00) | Soft Drinks (qty: 2),,,349.00
016633,Completed,02-06-2026 09:04:14 PM,Default Outlet,Dine-in,# 16,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,Two Flavour Mixed (qty: 1) + Large (৳400.00) | Fresh Water (qty: 1),,,420.00
016632,Completed,02-06-2026 08:43:49 PM,Default Outlet,Dine-in,# 12,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken (qty: 1) + Large (৳399.00) | Soft Drinks (qty: 2) | Fresh Water (qty: 1),,,469.00
016631,Completed,02-06-2026 08:43:21 PM,Default Outlet,Delivery,# 10,02-06-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Large (৳399.00) | Garlic Mayonnaise (qty: 2),,,429.00
016630,Completed,02-06-2026 08:25:32 PM,Default Outlet,Dine-in,# 11,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ &amp; Sausage Combo Offer 12” (qty: 1) | Fresh Water (qty: 2),,,810.00
016629,Completed,02-06-2026 07:35:38 PM,Default Outlet,Dine-in,# 9,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 4,Two Flavour Mixed (qty: 1) + Medium (৳300.00),,,300.00
016628,Completed,02-06-2026 07:02:00 PM,Default Outlet,Dine-in,# 7,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Mexican Hot (qty: 1) + Medium (৳295.00) | Soft Drinks (qty: 1),,,320.00
016627,Completed,02-06-2026 06:43:09 PM,Default Outlet,Dine-in,# 6,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 8,Two Flavour Mixed (qty: 1) + Medium (৳300.00) | Soft Drinks (qty: 2),,,350.00
016626,Completed,02-06-2026 06:39:31 PM,Default Outlet,Dine-in,# 8,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 4,Regular Pasta (qty: 1) | Fresh Water (qty: 1),,,220.00
016625,Completed,02-06-2026 06:17:50 PM,Default Outlet,Dine-in,# 5,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,Two Flavour Mixed (qty: 1) + Medium (৳300.00),,,300.00
016624,Completed,02-06-2026 05:25:15 PM,Default Outlet,Dine-in,# 4,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,Cheesy Rice Bowl (qty: 1),Staff Discount,20.00,100.00
016623,Completed,02-06-2026 03:25:16 PM,Default Outlet,Dine-in,# 3,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 4,Soft Drinks (qty: 4),,,100.00
016622,Completed,02-06-2026 03:16:24 PM,Default Outlet,Dine-in,# 2,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 4,Cheesy Rice Bowl (qty: 5) | Crispy Rice Bowl (qty: 1),,,720.00
016621,Deleted,02-06-2026 02:13:03 PM,Default Outlet,Dine-in,# 1,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 4,Cheesy Rice Bowl (qty: 6) | Crispy Rice Bowl (qty: 1),,,840.00
016620,Completed,01-06-2026 11:02:15 PM,Default Outlet,Dine-in,# 14,01-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 2,Two Flavour Mixed (qty: 1) + Medium (৳300.00),,,300.00
016619,Completed,01-06-2026 10:12:39 PM,Default Outlet,Dine-in,# 13,01-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Chocolate Cold Coffee (qty: 1) | Crispy Rice Bowl (qty: 1),,,200.00
016618,Completed,01-06-2026 09:33:59 PM,Default Outlet,Takeaway,# 12,01-06-2026,Default Shift,Default Terminal,Admin,Admin,,Corridor Special Pizza (qty: 1) + Large (৳595.00),,,595.00
016617,Completed,01-06-2026 07:12:42 PM,Default Outlet,Dine-in,# 11,01-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Cheesy Chicken Nachos (qty: 1) | Vanilla Shake (qty: 1) | Chocolate Milk Shake (qty: 1),,,440.00
016616,Completed,01-06-2026 07:01:47 PM,Default Outlet,Dine-in,# 9,01-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 6,Cheesy Chicken Nachos (qty: 1) | Fresh Water (qty: 1) | Chicken Lolipop 6pc (qty: 1) | Chicken Chowmein 1:2 (qty: 1),,,560.00
016615,Completed,01-06-2026 06:13:59 PM,Default Outlet,Dine-in,# 6,01-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken (qty: 1) + Large (৳399.00) | Regular Pasta (qty: 1) | Soft Drinks (qty: 2),,,649.00
016614,Deleted,01-06-2026 06:12:10 PM,Default Outlet,Dine-in,# 4,01-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Potato Masala Wedges (qty: 1) + Large (৳399.00) | Fresh Water (qty: 1) | BBQ Chicken (qty: 1) | Regular Pasta (qty: 1) | Soft Drinks (qty: 2),,,768.00
016613,Completed,01-06-2026 05:30:13 PM,Default Outlet,Dine-in,# 8,01-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Potato Masala Wedges (qty: 1) | Fresh Water (qty: 1),,,119.00
016612,Completed,01-06-2026 03:19:22 PM,Default Outlet,Dine-in,# 1,01-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken (qty: 1) + Medium (৳299.00) | Vanilla Shake (qty: 1) | Chocolate Cold Coffee (qty: 1) | French fry+ Lolipop (qty: 1),,,698.00
